latitude,longitude,altitude,timestamp,heart_rate,cadence,elevation
55.909748459234834,11.666607158258557,0.6000000000000227,2022-10-08 14:03:37+02:00,160,80,12.0
55.90991584584117,11.666802875697613,0.19999999999998863,2022-10-08 14:03:45+02:00,165,76,13.0
55.90995607897639,11.6669434402138,0.39999999999997726,2022-10-08 14:03:49+02:00,168,79,13.0
55.90996865183115,11.666971603408456,1.1999999999999886,2022-10-08 14:03:50+02:00,165,79,13.0
55.909991366788745,11.666976884007454,1.0,2022-10-08 14:03:53+02:00,165,74,14.0
55.91005766764283,11.66698057204485,-0.19999999999998863,2022-10-08 14:03:59+02:00,166,73,14.0
55.910092033445835,11.666999431326985,0.0,2022-10-08 14:04:02+02:00,167,73,14.0
55.91012204065919,11.667023990303278,0.0,2022-10-08 14:04:04+02:00,166,72,14.0
55.91017342172563,11.667026923969388,-0.19999999999998863,2022-10-08 14:04:08+02:00,163,70,15.0
55.910194125026464,11.667029606178403,-0.6000000000000227,2022-10-08 14:04:11+02:00,164,0,15.0
55.91021600179374,11.667029689997435,-1.0,2022-10-08 14:04:13+02:00,164,0,15.0
55.910246428102255,11.667013177648187,-2.3999999999999773,2022-10-08 14:04:17+02:00,161,0,15.0
55.91027811169624,11.666963724419475,-5.600000000000023,2022-10-08 14:04:21+02:00,159,0,15.0
55.91032152995467,11.666893316432834,-6.399999999999977,2022-10-08 14:04:24+02:00,156,0,16.0
55.91038950718939,11.666845791041851,-6.800000000000011,2022-10-08 14:04:28+02:00,159,71,16.0
55.91040786355734,11.666842019185424,-6.800000000000011,2022-10-08 14:04:29+02:00,162,71,16.0
55.910416916012764,11.666837073862553,-6.600000000000023,2022-10-08 14:04:32+02:00,161,73,16.0
55.910449773073196,11.666811760514975,-6.800000000000011,2022-10-08 14:04:36+02:00,158,64,17.0
55.91045932844281,11.666803630068898,-7.0,2022-10-08 14:04:37+02:00,157,64,17.0
55.91050811111927,11.666778903454542,-9.0,2022-10-08 14:04:41+02:00,156,53,17.0
55.910574328154325,11.666739759966731,-10.600000000000023,2022-10-08 14:04:47+02:00,153,0,17.0
55.91060341335833,11.666671950370073,-10.600000000000023,2022-10-08 14:04:51+02:00,150,0,18.0
55.91078471392393,11.66655208915472,-11.800000000000011,2022-10-08 14:05:00+02:00,152,74,19.0
55.91095142997801,11.666516633704305,-13.399999999999977,2022-10-08 14:05:08+02:00,156,71,20.0
55.910985795781016,11.666508251801133,-13.199999999999989,2022-10-08 14:05:09+02:00,155,71,20.0
55.91104220598936,11.666510850191116,-10.600000000000023,2022-10-08 14:05:14+02:00,156,71,20.0
55.91109794564545,11.666512358933687,-8.600000000000023,2022-10-08 14:05:18+02:00,159,71,20.0
55.91112334281206,11.666524177417159,-6.399999999999977,2022-10-08 14:05:21+02:00,157,73,20.0
55.91119576245546,11.666583186015487,-1.3999999999999773,2022-10-08 14:05:28+02:00,154,0,20.0
55.91124001890421,11.6664650849998,3.8000000000000114,2022-10-08 14:05:42+02:00,151,61,20.0
